Lineage,Round,Mother.ID,Cohort num,Collection Date,Hatch Date,NextClutch,Mother.length.mm,Eggsac.area.mm2,Offspring.Count,egg1,egg2,egg3,egg4,egg5,egg6,egg7,egg8,egg9,egg10,larva1,larva2,larva3,larva4,larva5,larva6,larva7,larva8,larva9,larva10
8,2,13,3,14/06/2020,16/06/2020,6,0.7643,0.0673,24,0.064,0.0651,0.066,0.0642,0.0617,0.0727,0.0644,0.0693,0.067,0.0643,0.1285,0.1206,0.127,0.1274,0.1029,0.1307,0.1015,0.0986,0.1277,0.1025
8,2,13,4,19/06/2020,22/06/2020,8,0.7669,0.0386,15,0.0593,0.0459,0.0535,0.0603,0.0581,0.0585,0.0568,0.0486,0.0585,0.054,0.1274,0.127,0.1271,0.125,0.1296,0.1292,0.1164,0.1264,0.1184,0.0933
8,2,13,5,26/06/2020,30/06/2020,3,0.7565,0.0314,8,0.0497,0.0507,0.0501,0.0484,0.0507,0.0626,0.056,0.0569,0.0485,0.0535,0.0866,0.0858,0.0812,0.0925,0.0947,0.0962,0.0896,0.096,,
8,2,13,6,3/07/2020,3/07/2020,3,0.7696,0.0321,11,0.0592,0.0548,0.057,0.0579,0.0592,0.0508,0.0547,0.0555,0.066,0.0569,0.1767,0.1819,0.1796,0.1804,0.161,0.1686,0.1781,0.1918,0.1842,
8,2,13,7,6/07/2020,6/07/2020,,0.7565,0.0333,0,0.0555,0.057,0.0467,0.0502,0.0573,0.0455,0.0536,0.0533,0.0537,0.0531,,,,,,,,,,
8,2,3,1,25/05/2020,28/05/2020,6,0.6657,0.0239,0,0.0502,0.0519,0.0406,0.0556,0.0453,0.0501,0.0487,0.0411,0.0482,,,,,,,,,,,
8,2,3,2,31/05/2020,3/06/2020,,0.6448,0.0172,0,0.0399,0.0527,0.0496,0.048,,,,,,,,,,,,,,,,
17,2,15,1,20/05/2020,22/05/2020,2,0.7141,0.0586,24,0.0702,0.0706,0.0531,0.0577,0.0526,0.0656,0.051,0.0632,0.0643,0.0615,0.0977,0.0997,0.1029,0.1011,0.0987,0.1066,0.0968,0.1027,0.1037,0.0912
17,2,15,2,22/05/2020,24/05/2020,3,0.7149,0.0543,41,0.0537,0.0576,0.0543,0.0453,0.0523,0.0509,0.0644,0.0633,0.0541,0.0573,0.0919,0.0984,0.1016,0.0932,0.0995,0.0945,0.0964,0.0941,0.1007,0.0982
17,2,15,3,25/05/2020,27/05/2020,6,0.7433,0.0403,23,0.0516,0.0602,0.0498,0.0561,0.0558,0.0407,0.0561,0.0524,0.0581,0.0482,0.1039,0.0781,0.1016,0.1028,0.0951,0.1001,0.1102,0.0984,0.0789,0.0946
17,2,15,4,30/05/2020,2/06/2020,,0.7021,0.0173,5,0.0524,0.0522,0.058,0.052,0.0643,,,,,,0.0921,0.0988,0.0663,0.0697,,,,,,
17,2,2,1,29/05/2020,31/05/2020,4,0.7596,0.0482,0,0.0593,0.0621,0.0587,0.0555,0.0519,0.0624,0.0547,0.0596,0.0541,0.0582,,,,,,,,,,
17,2,2,2,1/06/2020,4/06/2020,6,0.7409,0.0506,0,0.0487,0.0421,0.0569,0.0545,0.0462,0.054,0.049,0.0394,0.0466,0.0577,,,,,,,,,,
17,2,2,3,8/06/2020,10/06/2020,6,0.7729,0.0324,14,0.049,0.0486,0.0512,0.0536,0.0537,0.0601,0.0474,,,,0.0929,0.0899,0.1023,0.0959,0.0887,0.0925,0.0911,0.1001,0.0903,0.098
17,2,2,4,14/06/2020,16/06/2020,,0.7756,0.0134,5,0.0581,0.0516,0.057,0.0552,0.0655,0.0566,,,,,0.0953,0.0964,0.0951,0.0749,0.1083,,,,,
17,2,3,1,24/05/2020,27/05/2020,,0.7141,0.0237,15,0.0531,0.0638,0.0703,,,,,,,,0.1018,0.1007,0.0968,0.0978,0.0978,0.1071,0.0919,0.094,0.0977,0.0999
17,2,5,1,28/05/2020,30/05/2020,3,0.79,0.0511,11,0.0587,0.0616,0.0562,0.056,0.0468,0.0639,0.0647,0.0573,,,0.1002,0.0971,0.0998,0.1079,0.1037,0.1084,0.1046,0.1057,,
17,2,5,2,30/05/2020,2/06/2020,,0.7666,0.0317,1,0.064,0.0541,0.0515,0.0424,0.0503,0.0427,,,,,0.1091,,,,,,,,,
17,2,6,1,30/05/2020,1/06/2020,,0.7562,0.0132,0,0.0521,0.0552,0.0506,0.0507,,,,,,,,,,,,,,,,
17,2,8,1,13/06/2020,8/06/2020,2,0.6984,0.0256,0,0.0472,0.0527,0.0493,0.0529,0.0473,0.0474,0.0536,0.0534,0.0548,0.0554,,,,,,,,,,
17,2,8,2,7/06/2020,10/06/2020,,0.6634,0.0213,2,0.0643,0.0592,0.0557,0.0622,0.0589,,,,,,,,,,,,,,,
19,2,15,1,27/05/2020,29/05/2020,4,0.7129,0.0494,23,0.0662,0.0656,0.0541,0.0558,0.0559,0.0552,0.0587,0.0411,0.0607,0.0636,0.0942,0.0902,0.0962,0.0915,0.0931,0.0956,0.0954,0.0971,0.1029,0.1022
19,2,15,2,31/05/2020,2/06/2020,3,0.6978,0.044,22,0.0427,0.0563,0.0479,0.0473,0.0494,0.0535,0.0492,0.0464,0.0448,0.0434,0.1027,0.0978,0.1103,0.1017,0.1053,0.1061,0.1061,0.1109,0.114,0.104
19,2,15,3,3/06/2020,5/06/2020,5,0.6909,0.0367,19,0.0522,0.0409,0.0443,0.0481,0.0439,0.0411,0.0373,0.054,,,0.1048,0.0964,0.1008,0.1006,0.0987,0.1038,0.1124,0.1006,0.1002,0.0959
19,2,15,4,7/06/2020,10/06/2020,,0.7791,0.033,16,0.0502,0.051,0.0524,0.0581,0.0675,0.0563,0.0588,0.0603,0.0513,0.0516,0.1265,0.1233,0.118,0.1281,0.123,0.1215,0.117,0.1176,0.1232,0.1361
19,2,16,1,30/05/2020,1/06/2020,,0.7236,0.007,0,0.0606,0.0587,,,,,,,,,,,,,,,,,,
19,2,17,1,1/06/2020,3/06/2020,7,0.6807,0.0403,14,0.0561,0.0528,0.0718,0.063,0.0488,0.054,0.0573,0.0617,0.0643,,0.1628,0.166,0.1555,0.1587,0.1412,0.1597,0.1109,0.1232,0.1613,0.115
19,2,17,2,8/06/2020,10/06/2020,6,0.71,0.0327,8,0.0556,0.051,0.0505,0.0479,0.0511,0.0539,0.0431,0.0548,0.0495,0.0582,0.0928,0.1014,0.0952,0.0953,0.1049,0.094,0.095,,,
19,2,17,3,14/06/2020,16/06/2020,,0.7334,0.0302,4,0.0692,0.0707,0.0606,0.0634,0.0625,0.0693,0.0659,,,,0.0987,0.1071,0.1088,0.1128,,,,,,
19,2,20,1,11/06/2020,4/06/2020,4,0.7774,0.0364,7,0.0496,0.0522,0.0459,0.0515,0.0502,0.0544,0.0582,0.0472,0.0605,,0.1294,0.1013,0.0955,,,,,,,
19,2,20,2,5/06/2020,8/06/2020,6,0.7997,0.028,10,0.0544,0.0565,0.0589,0.0562,0.0573,0.0566,0.0502,0.0505,0.0462,,0.0906,0.0984,0.1034,0.1041,0.0943,0.1042,0.098,0.1096,0.1025,
19,2,20,3,12/06/2020,14/06/2020,5,0.7932,0.0238,3,0.0546,0.0667,0.0524,0.0606,0.063,0.0472,0.05,0.0495,,,0.1042,0.0864,,,,,,,,
19,2,20,4,16/06/2020,19/06/2020,,0.7816,0.0285,4,0.0567,0.0515,0.0506,0.0519,0.0618,0.0539,0.0564,0.0499,0.0454,,0.1207,0.0737,0.1192,0.0988,,,,,,
19,2,4,1,18/05/2020,20/05/2020,4,0.7736,0.0568,21,0.0537,0.0455,0.0411,0.043,0.0551,0.0546,0.0548,0.0602,0.0505,0.05,,,,,,,,,,
19,2,4,2,22/05/2020,24/05/2020,7,0.7563,0.0575,16,0.0519,0.0453,0.05,0.0585,0.0593,0.0602,0.061,0.0522,0.0511,0.0442,0.1016,0.1039,0.1079,0.1008,0.0964,0.1044,0.0972,0.0987,0.1036,0.0991
19,2,4,3,28/05/2020,31/05/2020,,0.7783,0.0204,0,0.055,0.044,0.0536,0.0577,0.0473,0.0525,0.0562,0.0625,,,,,,,,,,,,
19,2,6,1,18/05/2020,20/05/2020,4,0.7062,0.0574,19,0.0564,0.0422,0.0475,0.0545,0.0468,0.0492,0.06,0.0524,0.0474,0.047,0.1858,0.176,0.1663,0.1574,0.1835,0.1628,0.1531,0.1351,0.1756,0.1732
19,2,6,2,23/05/2020,24/05/2020,6,0.7437,0.0585,21,0.0614,0.073,0.068,0.0581,0.0615,0.0642,0.0674,0.0714,0.0653,0.064,0.0828,0.0948,0.0942,0.0907,0.0973,0.0843,0.0922,0.0902,0.0926,0.0946
19,2,6,3,28/05/2020,30/05/2020,3,0.822,0.0687,37,0.0605,0.053,0.0596,0.0539,0.0456,0.0494,0.0566,0.0572,0.0483,0.0516,0.1006,0.101,0.0998,0.097,0.0948,0.0989,0.1031,0.1007,0.107,0.1033
19,2,6,4,31/05/2020,2/06/2020,3,0.7533,0.0476,19,0.0519,0.0601,0.046,0.0493,0.0496,0.0531,0.0508,0.056,0.052,0.0544,0.0995,0.0981,0.0994,0.1041,0.1069,0.0981,0.1007,0.106,0.103,0.1044
19,2,6,5,3/06/2020,5/06/2020,7,0.7848,0.0255,5,0.0612,0.0553,0.0613,0.0592,,,,,,,0.0979,0.0982,0.093,0.071,0.0712,,,,,
19,2,6,6,8/06/2020,12/06/2020,,0.7785,0.0181,1,0.0502,0.0462,0.0507,0.0563,0.0523,,,,,,,,,,,,,,,
19,2,7,1,17/05/2020,20/05/2020,3,0.7275,0.0651,37,0.0582,0.055,0.0537,0.054,0.0547,0.0545,0.0488,0.0528,0.0653,0.0555,0.1457,0.1636,0.1658,0.139,0.1462,0.118,0.1584,0.153,0.1505,0.1317
19,2,7,2,20/05/2020,23/05/2020,3,0.6912,0.0535,34,0.056,0.0606,0.0536,0.0531,0.0488,0.0588,0.0586,0.0532,0.0558,0.0515,0.1195,0.1295,0.1296,0.1356,0.133,0.1369,0.1303,0.127,0.1224,0.1308
19,2,7,3,23/05/2020,26/05/2020,6,0.7492,0.0606,41,0.0477,0.0583,0.0435,0.0557,0.0541,0.0507,0.052,0.0528,0.0461,0.046,0.106,0.1162,0.1061,0.1232,0.1269,0.1267,0.1016,0.0946,0.1046,0.1325
19,2,7,4,31/05/2020,1/06/2020,,0.7249,0.0366,14,0.0646,0.0587,0.0579,0.063,0.0647,0.0618,,,,,0.0989,0.0992,0.0993,0.0929,0.0969,0.1138,0.1047,0.0866,0.0949,0.0941
12,1,11,1,19/04/2020,22/04/2020,4,0.7018,0.0458,16,0.0547,0.051,0.0437,0.0546,0.056,0.06,0.0472,0.0501,0.0554,0.047,0.0984,0.0996,0.1047,0.0942,0.0997,0.0996,0.1054,0.1041,,
12,1,11,2,24/04/2020,26/04/2020,7,0.6689,0.0377,14,0.0534,0.056,0.0541,0.0427,0.053,0.061,0.0631,0.0523,0.0555,,0.0778,0.0957,0.073,0.1064,0.0722,0.0761,0.1015,0.0689,0.0496,0.1058
12,1,11,3,29/04/2020,3/05/2020,,0.6806,0.0215,2,0.05,0.0469,0.0472,0.0495,0.0484,0.0471,,,,,0.0908,0.0741,,,,,,,,
12,1,17,1,20/04/2020,22/04/2020,3,0.7161,0.0093,15,0.0483,0.0364,0.049,,,,,,,,0.1319,0.1398,0.1234,0.1171,0.115,0.1008,0.104,0.1146,0.1293,0.1224
12,1,17,2,23/04/2020,25/04/2020,3,0.7066,0.0321,0,0.0485,0.0529,0.0502,0.0537,0.0574,0.0534,0.05,0.0595,0.0638,,,,,,,,,,,
12,1,17,3,26/04/2020,28/04/2020,6,0.7276,0.0144,1,0.0578,0.0513,0.0482,,,,,,,,,,,,,,,,,
12,1,17,4,2/05/2020,4/05/2020,,0.7142,0.0189,9,0.0469,0.0435,0.0456,0.0504,0.051,0.0471,0.0511,0.0498,0.0477,0.0524,0.0958,0.0776,0.0964,0.0927,0.0962,0.0757,0.0755,0.0696,,
12,1,20,1,20/04/2020,22/04/2020,3,0.7687,0.0712,6,0.0555,0.0522,0.0559,0.0526,0.0495,0.0503,0.0521,0.0452,0.0475,0.053,0.0596,0.0563,0.0328,0.0413,,,,,,
12,1,20,2,22/04/2020,25/04/2020,3,0.7175,0.0594,2,0.0486,0.0517,0.0575,0.0481,0.0552,0.0608,0.0564,0.0534,0.0573,0.0461,0.1136,0.0998,,,,,,,,
12,1,20,3,25/04/2020,28/04/2020,4,0.7221,0.0568,1,0.0506,0.0562,0.0601,0.0454,0.0491,0.0507,0.0568,0.0496,0.0472,0.0454,0.1238,,,,,,,,,
12,1,20,4,30/04/2020,2/05/2020,,0.7178,0.029,3,0.0524,0.0531,0.0525,0.0455,0.0473,0.0459,0.0403,0.0519,0.0496,0.049,0.095,,,,,,,,,
12,1,23,1,22/04/2020,25/04/2020,6,0.7203,0.0474,33,0.0403,0.0452,0.0481,0.0411,0.052,0.0564,0.0519,0.0535,0.0401,0.0433,0.0989,0.1146,0.0936,0.0932,0.1228,0.0926,0.1256,0.0993,,
12,1,23,2,29/04/2020,1/05/2020,,0.7503,0.0322,13,0.0484,0.0431,0.0556,0.051,0.044,0.0502,0.0561,0.059,0.0562,0.0525,0.0972,0.093,0.1008,0.0978,0.1017,0.0994,0.1017,0.1014,0.1006,0.0991
12,1,25,1,22/04/2020,23/04/2020,5,0.7535,0.0824,45,0.054,0.0615,0.0624,0.056,0.0572,0.0585,0.0637,0.0622,0.0627,0.0626,0.1479,0.1612,0.1642,0.1632,0.1573,0.1554,0.1741,0.1662,0.1584,0.1482
12,1,25,2,25/04/2020,28/04/2020,,0.7998,0.0333,15,0.0599,0.0551,0.0595,0.0556,0.0502,0.0519,0.0541,0.0494,0.0474,0.0474,0.0895,0.0971,0.0962,0.0937,0.0964,0.1061,0.0967,0.0946,0.0933,0.0941
12,1,3,1,14/04/2020,17/04/2020,3,0.776,0.0655,20,0.0481,0.0452,0.0488,0.0468,0.0576,0.0557,0.0607,0.0541,0.0472,0.064,0.129,0.1237,0.1318,0.1285,0.1017,0.1292,0.1019,0.1264,0.1297,0.1047
12,1,3,2,17/04/2020,20/04/2020,,0.7307,0.052,37,0.0458,0.0505,0.0493,0.0592,0.0479,0.0505,0.0483,0.0418,0.048,0.06,0.0931,0.1002,0.0962,0.1002,0.1044,0.0871,0.0942,0.0968,0.1013,0.0935
12,1,9,1,17/04/2020,19/04/2020,3,0.6846,0.0699,22,0.0658,0.062,0.051,0.0624,0.0608,0.0607,0.0681,0.0547,0.0561,0.0603,0.1024,0.0982,0.0981,0.1114,0.1031,0.102,0.1049,0.1009,0.1064,0.1044
12,1,9,2,20/04/2020,22/04/2020,,0.6464,0.0441,18,0.0439,0.0488,0.048,0.0498,0.0611,0.0455,0.0467,0.043,0.0484,0.0513,0.1354,0.127,0.1213,0.1366,0.1349,0.1451,0.1313,0.1348,0.1394,0.1225
13,1,1,1,19/04/2020,23/04/2020,8,0.7413,0.018,0,0.0609,0.0636,0.0511,,,,,,,,,,,,,,,,,
13,1,1,2,27/04/2020,1/05/2020,,0.7309,0.0118,0,0.0571,0.0496,0.051,,,,,,,,,,,,,,,,,
13,1,11,1,20/04/2020,22/04/2020,3,0.7411,0.0632,17,0.0547,0.0562,0.0589,0.0471,0.0495,0.0542,0.0531,0.0516,0.0561,0.0531,0.1498,0.167,0.1502,0.1712,0.1703,0.1698,0.1714,0.1566,,
13,1,11,2,23/04/2020,25/04/2020,,0.7292,0.0511,37,0.0505,0.0425,0.052,0.0496,0.0416,0.045,0.0459,0.0453,0.0403,0.0432,0.095,0.0988,0.1035,0.1013,0.0997,0.1008,0.103,0.0953,0.0996,0.0977
13,1,11,3,29/04/2020,,,0.7316,0.0335,,0.0666,0.0598,0.048,0.0528,0.0559,0.0612,0.0473,0.0523,,,,,,,,,,,,
13,1,16,1,20/04/2020,25/04/2020,3,0.7826,0.0259,32,0.0553,0.0566,0.0515,0.0507,0.0526,,,,,,0.1657,0.1739,0.1582,0.1747,0.1711,0.1775,0.1706,0.1621,0.1676,0.1703
13,1,16,2,26/04/2020,28/04/2020,,0.7599,0.021,0,0.0531,0.0508,0.055,,,,,,,,,,,,,,,,,
13,1,16,3,29/04/2020,,,0.7655,0.0096,,0.0596,0.0533,0.0449,,,,,,,,,,,,,,,,,
13,1,16,4,4/05/2020,5/05/2020,8,0.761,0.0097,2,0.0547,0.0592,0.0545,,,,,,,,,,,,,,,,,
13,1,16,5,12/05/2020,13/05/2020,,0.7418,0.0313,0,0.0669,0.0604,0.055,0.0547,0.059,0.058,0.0555,0.0509,0.0562,,,,,,,,,,,
13,1,18,1,22/04/2020,24/04/2020,3,0.7038,0.0456,2,0.0643,0.0595,0.0545,0.062,0.0559,0.0622,0.0587,0.066,0.0506,0.053,0.1207,0.0819,,,,,,,,
13,1,18,2,25/04/2020,27/04/2020,8,0.6708,0.0564,19,0.0636,0.0569,0.0626,0.0689,0.0554,0.0542,0.0473,0.0687,0.048,,0.1029,0.0958,0.0945,0.0967,0.0982,0.1032,0.1015,0.0991,0.0948,0.097
13,1,18,3,2/05/2020,5/05/2020,,0.7514,0.0269,6,0.0563,0.058,0.0481,0.0544,0.0502,0.0586,0.0559,0.063,,,0.108,,,,,,,,,
13,1,8,1,22/04/2020,1/05/2020,,0.6856,0.0461,19,0.0585,0.0654,0.0714,0.0613,0.0488,0.0546,0.0506,0.0632,0.0523,0.0676,0.0993,0.1032,0.103,0.1052,0.1126,0.0999,0.1058,0.0984,0.1106,0.1084
14,1,18,1,28/04/2020,2/05/2020,3,0.6896,0.0142,0,0.0517,0.0607,0.0509,0.0553,0.0483,,,,,,,,,,,,,,,
14,1,18,2,3/05/2020,5/05/2020,,0.734,0.0248,11,0.0468,0.0541,0.0593,0.0573,0.0554,0.08,0.0593,,,,0.0769,0.0991,0.064,0.0785,0.096,0.0935,,,,
14,1,5,1,22/04/2020,24/04/2020,3,0.7426,0.0739,2,0.0588,0.0611,0.0565,0.061,0.0604,0.0563,0.0512,0.0525,0.0541,0.0479,0.1098,,,,,,,,,
14,1,5,2,25/04/2020,27/04/2020,,0.742,0.0602,33,0.0484,0.0488,0.0537,0.0669,0.0646,0.0592,0.0528,0.0506,0.0484,0.0495,0.1053,0.0995,0.0977,0.0913,0.0978,0.0995,0.1071,0.0989,0.0972,0.0918
14,1,9,1,18/04/2020,20/04/2020,3,0.7432,0.0818,50,0.0595,0.0576,0.0588,0.0641,0.0561,0.0564,0.0585,0.0592,0.0644,0.0608,0.0922,0.0972,0.1032,0.1074,0.1001,0.0951,0.1045,0.1037,0.1017,0.0978
14,1,9,2,21/04/2020,23/04/2020,,0.7344,0.0516,20,0.0501,0.057,0.057,0.0522,0.0535,0.0636,0.0513,0.0532,0.057,0.0566,,,,,,,,,,
15,1,1,1,15/04/2020,17/04/2020,2,0.7235,0.0885,40,0.06,0.057,0.057,0.0551,0.0598,0.0534,0.0594,0.0557,0.0533,0.0545,0.1161,0.119,0.1279,0.1274,0.1261,0.1271,0.1302,0.1342,0.1235,0.1237
15,1,1,2,27/04/2020,19/04/2020,,0.7226,0.0673,42,0.061,0.0623,0.0577,0.0548,0.0638,0.0449,0.0571,0.0604,0.0623,0.0631,0.1045,0.1015,0.1024,0.1016,0.1002,0.0977,0.0982,0.0971,0.0988,0.1057
15,1,14,1,16/04/2020,19/04/2020,2,0.7525,0.0703,40,0.0548,0.0602,0.0533,0.0605,0.0529,0.0613,0.0573,0.0579,0.05,0.0545,0.111,0.1066,0.1124,0.1043,0.1061,0.0996,0.1224,0.1103,0.0996,0.0993
15,1,14,2,19/04/2020,21/04/2020,,0.685,0.0497,34,0.0522,0.0466,0.0456,0.0528,0.0635,0.0576,0.0535,0.0478,0.0467,0.0566,0.0963,0.1009,0.1002,0.0987,0.1033,0.105,0.1053,0.097,0.1004,0.0989
15,1,15,1,16/04/2020,19/04/2020,4,0.749,0.0629,19,0.0411,0.0437,0.0441,0.0466,0.041,0.0437,0.048,0.0405,0.048,0.0406,0.1063,0.1059,0.1141,0.0978,0.1015,0.0991,0.0954,0.0957,0.0919,0.0777
15,1,15,2,20/04/2020,23/04/2020,,0.7807,0.0602,18,0.0574,0.0494,0.0599,0.0552,0.0527,0.0532,0.0528,0.0499,0.0481,0.0454,0.1047,0.098,0.1025,0.1031,0.0958,0.0958,0.103,0.1083,0.0901,0.1047
15,1,17,1,20/04/2020,22/04/2020,4,0.6538,0.0369,39,0.0431,0.05,0.0507,0.0594,0.055,0.0553,0.0573,0.0458,0.0466,0.043,0.1219,0.1189,0.1101,0.1139,0.1178,0.1168,0.1211,0.1161,0.113,0.1053
15,1,17,2,24/04/2020,26/04/2020,6,0.6954,0.0435,23,0.0567,0.0605,0.0563,0.0746,0.0618,0.068,0.0494,0.0696,0.0655,0.066,0.1217,0.1164,0.1219,0.1017,0.1284,0.1292,0.1291,0.1267,0.132,0.103
15,1,17,3,30/04/2020,2/05/2020,,0.6787,0.0113,2,0.0485,0.0455,0.0401,,,,,,,,0.1024,,,,,,,,,
15,1,25,1,22/04/2020,24/04/2020,3,0.7164,0.0553,37,0.0508,0.0511,0.05,0.0482,0.048,0.0539,0.0488,0.0386,0.0466,0.0552,0.0978,0.0653,0.0956,0.1004,0.0999,0.102,0.0957,0.0817,0.0996,0.1051
15,1,25,2,24/04/2020,27/04/2020,4,0.7568,0.0636,42,0.0519,0.059,0.0555,0.0537,0.0616,0.0406,0.0506,0.0515,0.0468,0.0444,0.1211,0.1238,0.1208,0.1166,0.1293,0.1037,0.1317,0.1312,0.1033,0.1235
15,1,25,3,28/04/2020,1/05/2020,8,0.7544,0.0408,23,0.056,0.0495,0.0553,0.0517,0.0488,0.05,0.057,0.0497,0.0552,0.0559,0.1154,0.1211,0.1227,0.1191,0.1274,0.132,0.1253,0.1209,0.1268,0.1296
15,1,25,4,6/05/2020,9/05/2020,,0.6822,0.0114,3,0.0643,0.0604,0.0563,,,,,,,,,,,,,,,,,
15,1,5,1,6/05/2020,,,0.6816,0.0057,0,0.0511,0.0415,0.0471,,,,,,,,,,,,,,,,,
15,1,6,1,15/04/2020,17/04/2020,,0.6945,0.0509,26,0.0555,0.0492,0.0481,0.0675,0.0643,0.0515,0.0566,0.06,0.0633,0.0539,0.1046,0.1052,0.1098,0.1036,0.1094,0.1033,0.105,0.1169,0.105,0.1038
16,1,13,1,19/04/2020,21/04/2020,3,0.6961,0.0559,12,0.0529,0.0611,0.0563,0.0626,0.0564,0.0562,0.044,0.0524,0.0523,,0.1024,0.1025,0.1003,0.0993,0.1062,0.1045,,,,
16,1,13,2,22/04/2020,24/04/2020,,0.7179,0.0611,34,0.0537,0.0456,0.0522,0.0545,0.0535,0.0493,0.0557,0.0571,0.0579,0.06,0.1041,0.0995,0.1021,0.1066,0.1071,0.1082,0.103,0.1024,0.0988,0.1055
16,1,18,1,19/04/2020,21/04/2020,12,0.8074,0.0733,54,0.0563,0.0514,0.0523,0.0518,0.0487,0.0566,0.0415,0.0527,0.0474,0.04,0.1022,0.0938,0.0803,0.0865,0.0898,0.0974,0.1071,0.0968,0.0998,0.0964
16,1,18,2,30/04/2020,3/05/2020,,0.7599,0.0401,11,0.0425,0.0513,0.0415,0.0566,0.0547,0.0552,0.0534,0.0494,0.0564,0.0486,0.0791,0.0886,0.0862,0.0814,0.0711,0.0728,0.0855,0.0851,0.0926,0.0905
16,1,19,1,17/04/2020,20/04/2020,4,0.7635,0.0733,47,0.0584,0.05,0.0552,0.0534,0.0526,0.055,0.0541,0.0502,0.0488,0.0494,0.0986,0.0985,0.0891,0.0999,0.1235,0.1163,0.1162,0.1092,0.1138,0.121
16,1,19,2,21/04/2020,24/04/2020,,0.7035,0.0665,23,0.0581,0.06,0.0513,0.0608,0.0552,0.0423,0.0299,0.0507,0.0594,0.0561,0.1052,0.1024,0.0994,0.0959,0.0964,0.1038,0.1053,0.1004,0.1032,0.1008
16,1,20,1,17/04/2020,20/04/2020,4,0.7521,0.0774,31,0.0519,0.0668,0.0626,0.0602,0.0573,0.0471,0.056,0.0516,0.0605,0.0526,0.0974,0.0961,0.1017,0.1007,0.1066,0.0929,0.1043,0.0978,0.1053,0.0978
16,1,20,2,22/04/2020,24/04/2020,4,0.7459,0.0642,32,0.0687,0.0574,0.0568,0.0577,0.0671,0.0614,0.0638,0.0561,0.0559,0.0702,0.1021,0.0858,0.1015,0.0968,0.1047,,,,,
16,1,20,3,26/04/2020,28/04/2020,4,0.7129,0.0541,17,0.0465,0.0681,0.0528,0.0555,0.0541,0.058,0.044,0.0522,0.0546,0.0572,0.1019,0.1076,0.1074,0.1018,0.1079,0.1029,0.0973,0.0974,0.11,
16,1,20,4,30/04/2020,2/05/2020,,0.7575,0.0409,21,0.0456,0.0454,0.0407,0.0432,0.0464,0.0448,0.043,0.0445,0.0435,0.0466,0.1097,0.1113,0.1075,0.1058,0.1011,0.1047,0.102,0.11,0.1015,0.1075
16,1,5,1,20/04/2020,22/04/2020,4,0.6866,0.0429,15,0.0605,0.0528,0.0648,0.0548,0.0595,0.0545,0.054,0.0575,0.0535,0.0601,0.1215,0.1216,0.1111,0.1127,0.1177,0.1237,0.1125,0.1225,0.1163,0.1145
16,1,5,2,24/04/2020,26/04/2020,,0.7339,0.0522,18,0.0472,0.0614,0.0543,0.0493,0.0566,0.0571,0.0492,0.058,0.0637,0.0549,0.0996,0.1157,0.1061,0.0945,0.0954,0.1017,0.1088,0.111,0.0902,0.1071
16,1,8,1,29/04/2020,,,0.6413,0.0037,,0.0684,,,,,,,,,,,,,,,,,,,
18,1,13,1,17/04/2020,19/04/2020,3,0.774,0.0471,0,0.0581,0.0504,0.0542,0.0589,0.0494,0.053,0.0538,0.052,0.0583,0.0624,,,,,,,,,,
18,1,13,2,20/04/2020,22/04/2020,3,0.795,0.0244,0,0.051,0.063,0.0585,0.0648,0.0582,0.057,0.0659,0.0509,0.0561,,,,,,,,,,,
18,1,13,3,23/04/2020,25/04/2020,4,0.7489,0.0347,0,0.0475,0.0609,0.0667,0.0693,,,,,,,,,,,,,,,,
18,1,13,4,27/04/2020,29/04/2020,5,0.7478,0.0149,0,0.0587,0.0666,0.0644,0.063,,,,,,,,,,,,,,,,
18,1,13,5,1/05/2020,4/05/2020,,0.7677,0.0154,0,0.0807,0.054,0.0441,0.0549,0.0552,0.056,,,,,,,,,,,,,,
18,1,2,1,15/04/2020,17/04/2020,2,0.709,0.0613,22,0.0566,0.0539,0.0432,0.055,0.0534,0.0622,0.0589,0.0668,0.0658,0.0677,0.1348,0.128,0.0966,0.1352,0.1331,0.1328,0.1291,0.1366,0.0767,0.1009
18,1,2,2,17/04/2020,19/04/2020,,0.6678,0.0551,29,0.0574,0.0528,0.0563,0.0648,0.0554,0.0623,0.0616,0.0496,0.0502,0.0532,0.0986,0.1001,0.0975,0.092,0.0941,0.0993,0.0991,0.1108,0.1012,0.0989
18,1,22,1,25/04/2020,28/04/2020,,0.6567,0.0165,2,0.0615,0.0548,0.0586,0.052,0.0489,0.0632,,,,,0.0915,0.098,,,,,,,,
18,1,24,1,22/04/2020,24/04/2020,4,0.7592,0.0294,1,0.0675,0.0538,0.0511,0.0473,0.0539,0.0485,0.0493,0.057,0.0481,0.0454,0.0976,,,,,,,,,
18,1,24,2,25/04/2020,28/04/2020,4,0.6969,0.0477,12,0.0602,0.0525,0.0574,0.0524,0.0615,0.0578,0.0504,0.0571,0.0569,0.0591,0.1065,0.0968,0.0958,0.0997,0.0973,0.0882,0.0949,0.0943,0.0967,0.0858
18,1,24,3,30/04/2020,2/05/2020,,0.7324,0.0215,0,0.0602,0.0579,0.0649,0.0646,0.0622,,,,,,,,,,,,,,,
