"","concat","lineage","treatment","id","round","census","size","nsize","sex","survival","reproduction","fecundity"
"1","10.2.1","10","l","2","1","0","0.0996","0.143051134110744","f","1","0",NA
"2","10.4.1","10","l","4","1","0","0.1215","0.167343566131139","f","1","0",NA
"3","10.5.1","10","l","5","1","0","0.1214","0.171489693156317","f","1","0",NA
"4","20.2.1","20","l","2","1","0","0.0944","0.13510501181864","f","1","0",NA
"5","20.4.1","20","l","4","1","0","0.0754","0.11720560220502","","1","0",NA
"6","10.17.1","10","l","17","1","0","0.0963","0.14271012218016","","1","0",NA
"7","12.3.1","12","h","3","1","0","0.1009","0.158172006513008","f","1","0",NA
"8","12.4.1","12","h","4","1","0","0.0963","0.144403471592509","f","1","0",NA
"9","15.1.1","15","h","1","1","0","0.0934","0.147717997220689","f","1","0",NA
"10","15.5.1","15","h","5","1","0","0.1092","0.163995166514575","f","1","0",NA
"11","15.6.1","15","h","6","1","0","0.0983","0.144083556573344","f","1","0",NA
"12","20.10.1","20","l","10","1","0","0.0938","0.138140331082995","f","1","0",NA
"13","18.2.1","18","h","2","1","0","0.1054","0.155540930867902","f","1","0",NA
"14","18.3.1","18","h","3","1","0","0.0892","0.140899283359811","","1","0",NA
"15","18.4.1","18","h","4","1","0","0.0853","0.13608319617255","","1","0",NA
"16","15.9.1","15","h","9","1","0","0.093","0.145547086489163","","1","0",NA
"17","15.12.1","15","h","12","1","0","0.0967","0.150032210582457","","1","0",NA
"18","20.18.1","20","l","18","1","0","0.0943","0.140320137536278","","1","0",NA
"19","7.8.1","7","l","8","1","0","0.0975","0.144139454342699","","1","0",NA
"20","11.1.1","11","h","1","1","0","0.0901","0.139780037251024","f","1","0",NA
"21","14.2.1","14","l","2","1","0","0.1039","0.148000463226872","f","1","0",NA
"22","12.5.1","12","h","5","1","0","0.0924","0.139309651094244","f","1","0",NA
"23","12.6.1","12","h","6","1","0","0.095","0.14515896196835","f","1","0",NA
"24","11.7.1","11","h","7","1","0","0.094","0.146951080455795","f","1","0",NA
"25","11.8.1","11","h","8","1","0","0.08631","0.137335046949682","","1","0",NA
"26","11.9.1","11","h","9","1","0","0.08631","0.138412684732645","f","1","0",NA
"27","11.10.1","11","h","10","1","0","0.0989","0.151152565958556","f","1","0",NA
"28","11.11.1","11","h","11","1","0","0.08631","0.137727511509907","f","1","0",NA
"29","11.12.1","11","h","12","1","0","0.08631","0.139748436165746","f","1","0",NA
"30","11.13.1","11","h","13","1","0","0.1037","0.158415132677949","","1","0",NA
"31","11.14.1","11","h","14","1","0","0.08631","0.137335046949682","","1","0",NA
"32","11.16.1","11","h","16","1","0","0.1041","0.157508442856123","f","1","0",NA
"33","11.17.1","11","h","17","1","0","0.08631","0.13685389554868","f","1","0",NA
"34","11.18.1","11","h","18","1","0","0.08631","0.139748436165746","f","1","0",NA
"35","9.4.1","9","l","4","1","0","0.0838","0.127603747718008","","1","0",NA
"36","12.9.1","12","h","9","1","0","0.0914","0.138860259076443","f","1","0",NA
"37","12.11.1","12","h","11","1","0","0.0944","0.146400012024314","f","1","0",NA
"38","12.12.1","12","h","12","1","0","0.0773","0.126046997280299","","1","0",NA
"39","10.20.1","10","l","20","1","0","0.0974","0.145062183656176","f","1","0",NA
"40","10.22.1","10","l","22","1","0","0.0973","0.146961822821078","f","1","0",NA
"41","15.13.1","15","h","13","1","0","0.0996","0.148622801048244","f","1","0",NA
"42","15.14.1","15","h","14","1","0","0.1057","0.157396592390965","f","1","0",NA
"43","15.15.1","15","h","15","1","0","0.1023","0.155179777373629","f","1","0",NA
"44","16.5.1","16","l","5","1","0","0.0919","0.13699515514524","f","1","0",NA
"45","16.8.1","16","l","8","1","0","0.08815","0.12985987755061","f","1","0",NA
"46","16.9.1","16","l","9","1","0","0.1107","0.159645997929489","","1","0",NA
"47","18.13.1","18","h","13","1","0","0.099","0.155985759774025","f","1","0",NA
"48","18.14.1","18","h","14","1","0","0.08631","0.131609952264333","f","1","0",NA
"49","18.15.1","18","h","15","1","0","0.0939","0.142533088554604","f","1","0",NA
"50","18.17.1","18","h","17","1","0","0.1009","0.155077528745739","f","1","0",NA
"51","18.18.1","18","h","18","1","0","0.08631","0.1381998444734","f","1","0",NA
"52","18.21.1","18","h","21","1","0","0.0959","0.149065731569066","","1","0",NA
"53","18.22.1","18","h","22","1","0","0.08631","0.135446170404465","f","1","0",NA
"54","18.24.1","18","h","24","1","0","0.08631","0.133099670962884","f","1","0",NA
"55","18.27.1","18","h","27","1","0","0.0737","0.121456251307165","","1","0",NA
"56","18.28.1","18","h","28","1","0","0.08631","0.140399879043436","f","1","0",NA
"57","13.1.1","13","h","1","1","0","0.1056","0.158741832560821","f","1","0",NA
"58","13.8.1","13","h","8","1","0","0.08631","0.130894045493931","f","1","0",NA
"59","9.11.1","9","l","11","1","0","0.08815","0.132001215772963","f","1","0",NA
"60","9.12.1","9","l","12","1","0","0.0967","0.143186950601962","","1","0",NA
"61","9.13.1","9","l","13","1","0","0.08815","0.132001215772963","f","1","0",NA
"62","9.14.1","9","l","14","1","0","0.0846","0.122192491219939","f","1","0",NA
"63","8.8.1","8","l","8","1","0","0.0975","0.144139454342699","","1","0",NA
"64","12.13.1","12","h","13","1","0","0.0889","0.140530499533751","","1","0",NA
"65","12.15.1","12","h","15","1","0","0.0951","0.148097460513059","","1","0",NA
"66","12.16.1","12","h","16","1","0","0.08631","0.137335046949682","","1","0",NA
"67","12.17.1","12","h","17","1","0","0.1015","0.153822804841638","f","1","0",NA
"68","15.16.1","15","h","16","1","0","0.0918","0.144083996060077","","1","0",NA
"69","15.17.1","15","h","17","1","0","0.08631","0.133775336968434","f","1","0",NA
"70","15.20.1","15","h","20","1","0","0.0803","0.129836412508012","","1","0",NA
"71","15.21.1","15","h","21","1","0","0.08631","0.137335046949682","","1","0",NA
"72","10.25.1","10","l","25","1","0","0.0954","0.141635840644442","","1","0",NA
"73","10.26.1","10","l","26","1","0","0.08815","0.132907655880604","","1","0",NA
"74","20.19.1","20","l","19","1","0","0.0977","0.143592964095249","f","1","0",NA
"75","20.20.1","20","l","20","1","0","0.08815","0.130872046759558","f","1","0",NA
"76","20.22.1","20","l","22","1","0","0.08815","0.131629248223718","f","1","0",NA
"77","11.20.1","11","h","20","1","0","0.08631","0.136632409400969","f","1","0",NA
"78","11.21.1","11","h","21","1","0","0.0963","0.149549193941908","","1","0",NA
"79","11.22.1","11","h","22","1","0","0.08631","0.135915070597619","f","1","0",NA
"80","11.23.1","11","h","23","1","0","0.0997","0.152405201373093","f","1","0",NA
"81","11.26.1","11","h","26","1","0","0.08631","0.135138077535479","f","1","0",NA
"82","7.14.1","7","l","14","1","0","0.08815","0.129938898217352","f","1","0",NA
"83","7.15.1","7","l","15","1","0","0.1012","0.148525178524223","","1","0",NA
"84","7.16.1","7","l","16","1","0","0.08815","0.132907655880604","","1","0",NA
"85","16.13.1","16","l","13","1","0","0.1001","0.143979764667366","f","1","0",NA
"86","16.15.1","16","l","15","1","0","0.0973","0.143901471953874","","1","0",NA
"87","16.18.1","16","l","18","1","0","0.08815","0.12985987755061","f","1","0",NA
"88","16.19.1","16","l","19","1","0","0.1064","0.15186464740613","f","1","0",NA
"89","16.20.1","16","l","20","1","0","0.08815","0.12930110680825","f","1","0",NA
"90","14.5.1","14","l","5","1","0","0.0955","0.138037268451631","f","1","0",NA
"91","14.7.1","14","l","7","1","0","0.0961","0.136695871651499","f","1","0",NA
"92","14.9.1","14","l","9","1","0","0.0932","0.139639852020487","f","1","0",NA
"93","14.10.1","14","l","10","1","0","0.1053","0.153348640815211","","1","0",NA
"94","14.12.1","14","l","12","1","0","0.1014","0.148761343422684","","1","0",NA
"95","14.13.1","14","l","13","1","0","0.0846","0.128583137273097","","1","0",NA
"96","19.1.1","19","l","1","1","0","0.1034","0.155657573349653","f","1","0",NA
"97","19.2.1","19","l","2","1","0","0.08815","0.132907655880604","","1","0",NA
"98","19.4.1","19","l","4","1","0","0.08815","0.13287672145642","f","1","0",NA
"99","2.1.1","2","l","1","1","0","0.0955","0.137994455848419","f","1","0",NA
"100","2.4.1","2","l","4","1","0","0.08815","0.123662431210061","f","1","0",NA
"101","2.5.1","2","l","5","1","0","0.0783","0.12026353721995","f","1","0",NA
"102","2.6.1","2","l","6","1","0","0.08815","0.136740663171257","f","1","0",NA
"103","2.9.1","2","l","9","1","0","0.0726","0.11369015919075","","1","0",NA
"104","2.10.1","2","l","10","1","0","0.08815","0.132907655880604","","1","0",NA
"105","2.11.1","2","l","11","1","0","0.0793","0.122060013142479","","1","0",NA
"106","2.12.1","2","l","12","1","0","0.08815","0.129978334401987","f","1","0",NA
"107","2.13.1","2","l","13","1","0","0.0967","0.143186950601962","","1","0",NA
"108","2.14.1","2","l","14","1","0","0.08815","0.132907655880604","","1","0",NA
"109","2.16.1","2","l","16","1","0","0.08815","0.132907655880604","","1","0",NA
"110","9.18.1","9","l","18","1","0","0.1235","0.173920544316096","f","1","0",NA
"111","9.19.1","9","l","19","1","0","0.08815","0.130756895691081","f","1","0",NA
"112","18.29.1","18","h","29","1","0","0.0787","0.127819380130674","","1","0",NA
"113","18.30.1","18","h","30","1","0","0.08631","0.137335046949682","","1","0",NA
"114","8.10.1","8","l","10","1","0","0.0984","0.142266141151325","f","1","0",NA
"115","8.11.1","8","l","11","1","0","0.1111","0.158298604412376","f","1","0",NA
"116","8.12.1","8","l","12","1","0","0.08815","0.135235951098163","f","1","0",NA
"117","8.14.1","8","l","14","1","0","0.08815","0.132907655880604","","1","0",NA
"118","20.23.1","20","l","23","1","0","0.0979","0.144424493014765","f","1","0",NA
"119","20.24.1","20","l","24","1","0","0.08815","0.132907655880604","","1","0",NA
"120","20.25.1","20","l","25","1","0","0.08815","0.133020351270999","f","1","0",NA
"121","10.27.1","10","l","27","1","0","0.0974","0.144020475076193","","1","0",NA
"122","10.29.1","10","l","29","1","0","0.08815","0.132368913223736","f","1","0",NA
"123","10.30.1","10","l","30","1","0","0.08815","0.132907655880604","","1","0",NA
"124","10.31.1","10","l","31","1","0","0.08815","0.132907655880604","","1","0",NA
"125","12.19.1","12","h","19","1","0","0.0882","0.139314138183058","","1","0",NA
"126","12.20.1","12","h","20","1","0","0.08631","0.137335046949682","f","1","0",NA
"127","14.17.1","14","l","17","1","0","0.08815","0.132907655880604","","1","0",NA
"128","6.1.1","6","h","1","1","0","0.0956","0.148277410848991","f","1","0",NA
"129","6.3.1","6","h","3","1","0","0.08631","0.134999324229571","f","1","0",NA
"130","6.4.1","6","h","4","1","0","0.08631","0.143169935617793","f","1","0",NA
"131","13.11.1","13","h","11","1","0","0.0967","0.151670794110209","f","1","0",NA
"132","13.16.1","13","h","16","1","0","0.08631","0.138918874763378","f","1","0",NA
"133","13.18.1","13","h","18","1","0","0.08631","0.135368229939222","f","1","0",NA
"134","7.21.1","7","l","21","1","0","0.08815","0.128814111765346","f","1","0",NA
"135","7.22.1","7","l","22","1","0","0.08815","0.125356069765005","f","1","0",NA
"136","10.32.1","10","l","32","1","0","0.1017","0.149115420321863","","1","0",NA
"137","12.23.1","12","h","23","1","0","0.1061","0.160330542552337","f","1","0",NA
"138","12.25.1","12","h","25","1","0","0.08631","0.136095649801707","f","1","0",NA
"139","12.26.1","12","h","26","1","0","0.08631","0.135276333541616","f","1","0",NA
"140","20.30.1","20","l","30","1","0","0.1096","0.153830031549099","f","1","0",NA
"141","20.31.1","20","l","31","1","0","0.08815","0.133482786196719","f","1","0",NA
"142","14.18.1","14","l","18","1","0","0.1088","0.155967193306043","f","1","0",NA
"143","14.19.1","14","l","19","1","0","0.08815","0.132907655880604","","1","0",NA
"144","14.21.1","14","l","21","1","0","0.08815","0.132907655880604","","1","0",NA
"145","14.22.1","14","l","22","1","0","0.0945","0.140559578230903","","1","0",NA
"146","19.10.1","19","l","10","1","0","0.08815","0.116274849091708","","1","0",NA
"147","19.11.1","19","l","11","1","0","0.1066","0.153056637090246","f","1","0",NA
"148","19.13.1","19","l","13","1","0","0.0822","0.125639465103765","","1","0",NA
"149","19.14.1","19","l","14","1","0","0.08815","0.132907655880604","","1","0",NA
"150","19.15.1","19","l","15","1","0","0.1051","0.153114211634586","","1","0",NA
"151","19.16.1","19","l","16","1","0","0.08815","0.132907655880604","","1","0",NA
"152","2.17.1","2","l","17","1","0","0.0979","0.144615133434452","","1","0",NA
"153","2.18.1","2","l","18","1","0","0.08815","0.132907655880604","","1","0",NA
"154","2.19.1","2","l","19","1","0","0.0999","0.143835286508148","f","1","0",NA
"155","6.6.1","6","h","6","1","0","0.08631","0.137335046949682","","1","0",NA
"156","6.8.1","6","h","8","1","0","0.08631","0.137335046949682","","1","0",NA
"157","20.32.1","20","l","32","1","0","0.0827","0.126254098866062","","1","0",NA
"158","15.25.1","15","h","25","1","0","0.125","0.177022209696781","f","1","0",NA
"159","20.34.1","20","l","34","1","0","0.0973","0.143901471953874","","1","0",NA
"160","19.19.1","19","l","19","1","0","0.0987","0.145565355366149","","1","0",NA
"161","19.20.1","19","l","20","1","0","0.08815","0.132907655880604","","1","0",NA
"162","7.27.1","7","l","27","1","0","0.08815","0.132478406106433","f","1","0",NA
"163","15.30.1","15","h","30","1","0","0.08631","0.14391734827329","f","1","0",NA
"164","15.31.1","15","h","31","1","0","0.08631","0.13627539350579","f","1","0",NA
"165","15.32.1","15","h","32","1","0","0.08631","0.135230303210404","f","1","0",NA
"166","6.14.1","6","h","14","1","0","0.08631","0.138666588902805","f","1","0",NA
"167","6.15.1","6","h","15","1","0","0.0956","0.146123580767095","f","1","0",NA
"168","8.16.1","8","l","16","1","0","0.08815","0.132907655880604","","1","0",NA
"169","8.17.1","8","l","17","1","0","0.1019","0.142619404861636","f","1","0",NA
"170","11.28.1","11","h","28","1","0","0.1015","0.155794442850164","","1","0",NA
"171","10.37.1","10","l","37","1","0","0.08815","0.131366269990047","f","1","0",NA
"172","1.8.1","1","h","8","1","0","0.08631","0.134061284538448","f","1","0",NA
"173","1.12.1","1","h","12","1","0","0.08631","0.138624384562995","f","1","0",NA
"174","1.19.1","1","h","19","1","0","0.1254","0.183650054109043","","1","0",NA
"175","5.5.1","5","h","5","1","0","0.0894","0.141144986216469","","1","0",NA
"176","5.13.1","5","h","13","1","0","0.0901","0.142003987396933","","1","0",NA
"177","5.16.1","5","h","16","1","0","0.08631","0.137335046949682","","1","0",NA
"178","5.18.1","5","h","18","1","0","0.08631","0.137335046949682","","1","0",NA
"179","19.4.2","19","l","4","2","0","0.08815","0.134250645743329","f","1","0",NA
"180","19.6.2","19","l","6","2","0","0.08815","0.130910337830368","f","1","0",NA
"181","19.7.2","19","l","7","2","0","0.1014","0.143532648445909","f","1","0",NA
"182","19.15.2","19","l","15","2","0","0.103","0.146922768459906","f","1","0",NA
"183","19.16.2","19","l","16","2","0","0.08815","0.131890078914578","f","1","0",NA
"184","19.17.2","19","l","17","2","0","0.0985","0.146834131573663","f","1","0",NA
"185","19.18.2","19","l","18","2","0","0.08815","0.134696010287667","f","1","0",NA
"186","19.20.2","19","l","20","2","0","0.08815","0.131290733327478","f","1","0",NA
"187","4.8.2","4","h","8","2","0","0.08631","0.138834957834425","f","1","0",NA
"188","4.9.2","4","h","9","2","0","0.0959","0.149065731569066","","1","0",NA
"189","4.13.2","4","h","13","2","0","0.0936","0.146277057704562","","1","0",NA
"190","4.14.2","4","h","14","2","0","0.0955","0.148581821190861","","1","0",NA
"191","4.15.2","4","h","15","2","0","0.08631","0.137335046949682","","1","0",NA
"192","8.3.2","8","l","3","2","0","0.08815","0.130174779352347","f","1","0",NA
"193","8.7.2","8","l","7","2","0","0.08815","0.132907655880604","","1","0",NA
"194","8.9.2","8","l","9","2","0","0.0865","0.130901983051427","","1","0",NA
"195","8.10.2","8","l","10","2","0","0.0904","0.13463032386311","f","1","0",NA
"196","8.11.2","8","l","11","2","0","0.08815","0.132907655880604","","1","0",NA
"197","8.13.2","8","l","13","2","0","0.0865","0.130901983051427","f","1","0",NA
"198","8.14.2","8","l","14","2","0","0.0997","0.151053815231986","f","1","0",NA
"199","8.15.2","8","l","15","2","0","0.08815","0.132907655880604","","1","0",NA
"200","17.2.2","17","h","2","2","0","0.0936","0.151925820317449","f","1","0",NA
"201","17.3.2","17","h","3","2","0","0.08631","0.141239144156683","f","1","0",NA
"202","17.5.2","17","h","5","2","0","0.094","0.145197285145789","f","1","0",NA
"203","17.6.2","17","h","6","2","0","0.1012","0.156366548589246","f","1","0",NA
"204","17.8.2","17","h","8","2","0","0.08631","0.137942910869611","f","1","0",NA
"205","17.15.2","17","h","15","2","0","0.08631","0.136230535425121","f","1","0",NA
"206","10.2.1","10","l","2","1","1","0.143051134110744","0.191434580639094","f","1","0",NA
"207","10.4.1","10","l","4","1","1","0.167343566131139","0.216517331434516","f","1","0",NA
"208","10.5.1","10","l","5","1","1","0.171489693156317","0.226445084733531","f","1","0",NA
"209","20.2.1","20","l","2","1","1","0.13510501181864","0.18028819798523","f","1","0",NA
"210","20.4.1","20","l","4","1","1","0.11720560220502","0.16715366855627","","1","0",NA
"211","10.17.1","10","l","17","1","1","0.14271012218016","0.195850812638455","","1","0",NA
"212","12.3.1","12","h","3","1","1","0.158172006513008","0.224394807847695","f","1","0",NA
"213","12.4.1","12","h","4","1","1","0.144403471592509","0.197904951862976","f","1","0",NA
"214","15.1.1","15","h","1","1","1","0.147717997220689","0.211013456353316","f","1","0",NA
"215","15.5.1","15","h","5","1","1","0.163995166514575","0.225020055866502","f","1","0",NA
"216","15.6.1","15","h","6","1","1","0.144083556573344","0.19399891723447","f","1","0",NA
"217","20.10.1","20","l","10","1","1","0.138140331082995","0.188629495958846","f","1","0",NA
"218","18.2.1","18","h","2","1","1","0.155540930867902","0.210532519653069","f","1","0",NA
"219","18.3.1","18","h","3","1","1","0.140899283359811",NA,"","0","0",NA
"220","18.4.1","18","h","4","1","1","0.13608319617255",NA,"","0","0",NA
"221","15.9.1","15","h","9","1","1","0.145547086489163","0.206218784696516","","1","0",NA
"222","15.12.1","15","h","12","1","1","0.150032210582457","0.211145680700293","","1","0",NA
"223","20.18.1","20","l","18","1","1","0.140320137536278","0.193207006840217","","1","0",NA
"224","7.8.1","7","l","8","1","1","0.144139454342699","0.197427806781311","","1","0",NA
"225","11.1.1","11","h","1","1","1","0.139780037251024","0.196704156941806","f","1","0",NA
"226","14.2.1","14","l","2","1","1","0.148000463226872","0.1967467916232","f","1","0",NA
"227","12.5.1","12","h","5","1","1","0.139309651094244","0.191731962590414","f","1","0",NA
"228","12.6.1","12","h","6","1","1","0.14515896196835","0.201872782800607","f","1","0",NA
"229","11.7.1","11","h","7","1","1","0.146951080455795","0.208030720984218","f","1","0",NA
"230","11.8.1","11","h","8","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"231","11.9.1","11","h","9","1","1","0.138412684732645","0.199867520017395","f","1","0",NA
"232","11.10.1","11","h","10","1","1","0.151152565958556","0.210245371291451","f","1","0",NA
"233","11.11.1","11","h","11","1","1","0.137727511509907","0.198111838681885","f","1","0",NA
"234","11.12.1","11","h","12","1","1","0.139748436165746","0.203309705882049","f","1","0",NA
"235","11.13.1","11","h","13","1","1","0.158415132677949","0.220267776370513","","1","0",NA
"236","11.14.1","11","h","14","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"237","11.16.1","11","h","16","1","1","0.157508442856123","0.217379301372464","f","1","0",NA
"238","11.17.1","11","h","17","1","1","0.13685389554868","0.195883130225732","f","1","0",NA
"239","11.18.1","11","h","18","1","1","0.139748436165746","0.203309705882049","f","1","0",NA
"240","9.4.1","9","l","4","1","1","0.127603747718008","0.178987425958055","","1","0",NA
"241","12.9.1","12","h","9","1","1","0.138860259076443","0.192254277934584","f","1","0",NA
"242","12.11.1","12","h","11","1","1","0.146400012024314","0.205964248273308","f","1","0",NA
"243","12.12.1","12","h","12","1","1","0.126046997280299","0.184386756281614","","1","0",NA
"244","10.20.1","10","l","20","1","1","0.145062183656176","0.199879597929444","f","1","0",NA
"245","10.22.1","10","l","22","1","1","0.146961822821078","0.204797553291492","f","1","0",NA
"246","15.13.1","15","h","13","1","1","0.148622801048244","0.202913603651841","f","1","0",NA
"247","15.14.1","15","h","14","1","1","0.157396592390965","0.21454402269635","f","1","0",NA
"248","15.15.1","15","h","15","1","1","0.155179777373629","0.21459034131759","f","1","0",NA
"249","16.5.1","16","l","5","1","1","0.13699515514524","0.188902143025883","f","1","0",NA
"250","16.8.1","16","l","8","1","1","0.12985987755061","0.177366972792844","f","1","0",NA
"251","16.9.1","16","l","9","1","1","0.159645997929489","0.214347434765907","","1","0",NA
"252","18.13.1","18","h","13","1","1","0.155985759774025","0.222171518993194","f","1","0",NA
"253","18.14.1","18","h","14","1","1","0.131609952264333","0.182737733879869","f","1","0",NA
"254","18.15.1","18","h","15","1","1","0.142533088554604","0.197204499856104","f","1","0",NA
"255","18.17.1","18","h","17","1","1","0.155077528745739","0.21664903978529","f","1","0",NA
"256","18.18.1","18","h","18","1","1","0.1381998444734","0.199321414507738","f","1","0",NA
"257","18.21.1","18","h","21","1","1","0.149065731569066","0.210086803085314","","1","0",NA
"258","18.22.1","18","h","22","1","1","0.135446170404465","0.192315074729186","f","1","0",NA
"259","18.24.1","18","h","24","1","1","0.133099670962884","0.18643147470082","f","1","0",NA
"260","18.27.1","18","h","27","1","1","0.121456251307165","0.179141049972659","","1","0",NA
"261","18.28.1","18","h","28","1","1","0.140399879043436","0.204997775247444","f","1","0",NA
"262","13.1.1","13","h","1","1","1","0.158741832560821","0.217975445097459","f","1","0",NA
"263","13.8.1","13","h","8","1","1","0.130894045493931","0.180974166530711","f","1","0",NA
"264","9.11.1","9","l","11","1","1","0.132001215772963","0.18268026706308","f","1","0",NA
"265","9.12.1","9","l","12","1","1","0.143186950601962","0.196377242777922","","1","0",NA
"266","9.13.1","9","l","13","1","1","0.132001215772963","0.18268026706308","f","1","0",NA
"267","9.14.1","9","l","14","1","1","0.122192491219939","0.164262680341654","f","1","0",NA
"268","8.8.1","8","l","8","1","1","0.144139454342699","0.197427806781311","","1","0",NA
"269","12.13.1","12","h","13","1","1","0.140530499533751","0.200667929337886","","1","0",NA
"270","12.15.1","12","h","15","1","1","0.148097460513059","0.209024432205646","","1","0",NA
"271","12.16.1","12","h","16","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"272","12.17.1","12","h","17","1","1","0.153822804841638","0.212559665516174","f","1","0",NA
"273","15.16.1","15","h","16","1","1","0.144083996060077","0.204604327107352","","1","0",NA
"274","15.17.1","15","h","17","1","1","0.133775336968434","0.188117433711476","f","1","0",NA
"275","15.20.1","15","h","20","1","1","0.129836412508012","0.188684882349595","","1","0",NA
"276","15.21.1","15","h","21","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"277","10.25.1","10","l","25","1","1","0.141635840644442","0.194663518637835","","1","0",NA
"278","10.26.1","10","l","26","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"279","20.19.1","20","l","19","1","1","0.143592964095249","0.195755904046219","f","1","0",NA
"280","20.20.1","20","l","20","1","1","0.130872046759558","0.179869749029448","f","1","0",NA
"281","20.22.1","20","l","22","1","1","0.131629248223718","0.181752288561248","f","1","0",NA
"282","11.20.1","11","h","20","1","1","0.136632409400969","0.195319843851053","f","1","0",NA
"283","11.21.1","11","h","21","1","1","0.149549193941908","0.210616676016809","","1","0",NA
"284","11.22.1","11","h","22","1","1","0.135915070597619","0.193500372835863","f","1","0",NA
"285","11.23.1","11","h","23","1","1","0.152405201373093","0.212020152562486","f","1","0",NA
"286","11.26.1","11","h","26","1","1","0.135138077535479","0.191538004846536","f","1","0",NA
"287","7.14.1","7","l","14","1","1","0.129938898217352","0.177561803187555","f","1","0",NA
"288","7.15.1","7","l","15","1","1","0.148525178524223","0.202247724386053","","1","0",NA
"289","7.16.1","7","l","16","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"290","16.13.1","16","l","13","1","1","0.143979764667366","0.192904288287267","f","1","0",NA
"291","16.15.1","16","l","15","1","1","0.143901471953874","0.197165451482398","","1","0",NA
"292","16.18.1","16","l","18","1","1","0.12985987755061","0.177366972792844","f","1","0",NA
"293","16.19.1","16","l","19","1","1","0.15186464740613","0.202208495377618","f","1","0",NA
"294","16.20.1","16","l","20","1","1","0.12930110680825","0.175992011110058","f","1","0",NA
"295","14.5.1","14","l","5","1","1","0.138037268451631","0.185672383905453","f","1","0",NA
"296","14.7.1","14","l","7","1","1","0.136695871651499","0.181511714659268","f","1","0",NA
"297","14.9.1","14","l","9","1","1","0.139639852020487","0.193336785551369","f","1","0",NA
"298","14.10.1","14","l","10","1","1","0.153348640815211","0.20751674977299","","1","0",NA
"299","14.12.1","14","l","12","1","1","0.148761343422684","0.202506474796436","","1","0",NA
"300","14.13.1","14","l","13","1","1","0.128583137273097","0.180092113621484","","1","0",NA
"301","19.1.1","19","l","1","1","1","0.155657573349653","0.216336646055735","f","1","0",NA
"302","19.2.1","19","l","2","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"303","19.4.1","19","l","4","1","1","0.13287672145642","0.184872777039103","f","1","0",NA
"304","2.1.1","2","l","1","1","1","0.137994455848419","0.185568468405735","f","1","0",NA
"305","2.4.1","2","l","4","1","1","0.123662431210061","0.162384791764431","f","1","0",NA
"306","2.5.1","2","l","5","1","1","0.12026353721995","0.169868578320384","f","1","0",NA
"307","2.6.1","2","l","6","1","1","0.136740663171257","0.194688201146261","f","1","0",NA
"308","2.9.1","2","l","9","1","1","0.11369015919075","0.163107141079097","","1","0",NA
"309","2.10.1","2","l","10","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"310","2.11.1","2","l","11","1","1","0.122060013142479","0.172702764945853","","1","0",NA
"311","2.12.1","2","l","12","1","1","0.129978334401987","0.17765907124176","f","1","0",NA
"312","2.13.1","2","l","13","1","1","0.143186950601962","0.196377242777922","","1","0",NA
"313","2.14.1","2","l","14","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"314","2.16.1","2","l","16","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"315","9.18.1","9","l","18","1","1","0.173920544316096","0.229087355823243","f","1","0",NA
"316","9.19.1","9","l","19","1","1","0.130756895691081","0.179584228489356","f","1","0",NA
"317","18.29.1","18","h","29","1","1","0.127819380130674","0.186400593489557","","1","0",NA
"318","18.30.1","18","h","30","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"319","8.10.1","8","l","10","1","1","0.142266141151325","0.191400831349108","f","1","0",NA
"320","8.11.1","8","l","11","1","1","0.158298604412376","0.210481832675861","f","1","0",NA
"321","8.12.1","8","l","12","1","1","0.135235951098163","0.190838928038743","f","1","0",NA
"322","8.14.1","8","l","14","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"323","20.23.1","20","l","23","1","1","0.144424493014765","0.19748125095593","f","1","0",NA
"324","20.24.1","20","l","24","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"325","20.25.1","20","l","25","1","1","0.133020351270999","0.185233579451032","f","1","0",NA
"326","10.27.1","10","l","27","1","1","0.144020475076193","0.197296652863136","","1","0",NA
"327","10.29.1","10","l","29","1","1","0.132368913223736","0.183599663182777","f","1","0",NA
"328","10.30.1","10","l","30","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"329","10.31.1","10","l","31","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"330","12.19.1","12","h","19","1","1","0.139314138183058","0.198809139354224","","1","0",NA
"331","12.20.1","12","h","20","1","1","0.137335046949682","0.197109245484719","f","1","0",NA
"332","14.17.1","14","l","17","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"333","6.1.1","6","h","1","1","1","0.148277410848991","0.208623415353154","f","1","0",NA
"334","6.3.1","6","h","3","1","1","0.134999324229571","0.19118849180451","f","1","0",NA
