"","concat","lineage","treatment","id","round","census","size","nsize","sex","survival","reproduction","fecundity"
"11426","19.16.1","19","l","16","1","55",NA,NA,"",NA,NA,NA
"11427","2.17.1","2","l","17","1","55",NA,NA,"",NA,NA,NA
"11428","2.18.1","2","l","18","1","55",NA,NA,"",NA,NA,NA
"11429","2.19.1","2","l","19","1","55",NA,NA,"f",NA,NA,NA
"11430","6.6.1","6","h","6","1","55",NA,NA,"",NA,NA,NA
"11431","6.8.1","6","h","8","1","55",NA,NA,"",NA,NA,NA
"11432","20.32.1","20","l","32","1","55",NA,NA,"",NA,NA,NA
"11433","15.25.1","15","h","25","1","55",NA,NA,"f",NA,NA,NA
"11434","20.34.1","20","l","34","1","55",NA,NA,"",NA,NA,NA
"11435","19.19.1","19","l","19","1","55",NA,NA,"",NA,NA,NA
"11436","19.20.1","19","l","20","1","55",NA,NA,"",NA,NA,NA
"11437","7.27.1","7","l","27","1","55",NA,NA,"f",NA,NA,NA
"11438","15.30.1","15","h","30","1","55",NA,NA,"f",NA,NA,NA
"11439","15.31.1","15","h","31","1","55",NA,NA,"f",NA,NA,NA
"11440","15.32.1","15","h","32","1","55",NA,NA,"f",NA,NA,NA
"11441","6.14.1","6","h","14","1","55",NA,NA,"f",NA,NA,NA
"11442","6.15.1","6","h","15","1","55",NA,NA,"f",NA,NA,NA
"11443","8.16.1","8","l","16","1","55",NA,NA,"",NA,NA,NA
"11444","8.17.1","8","l","17","1","55",NA,NA,"f",NA,NA,NA
"11445","11.28.1","11","h","28","1","55",NA,NA,"",NA,NA,NA
"11446","10.37.1","10","l","37","1","55",NA,NA,"f",NA,NA,NA
"11447","1.8.1","1","h","8","1","55",NA,NA,"f",NA,NA,NA
"11448","1.12.1","1","h","12","1","55",NA,NA,"f",NA,NA,NA
"11449","1.19.1","1","h","19","1","55",NA,NA,"",NA,NA,NA
"11450","5.5.1","5","h","5","1","55",NA,NA,"",NA,NA,NA
"11451","5.13.1","5","h","13","1","55",NA,NA,"",NA,NA,NA
"11452","5.16.1","5","h","16","1","55",NA,NA,"",NA,NA,NA
"11453","5.18.1","5","h","18","1","55",NA,NA,"",NA,NA,NA
"11454","19.4.2","19","l","4","2","55",NA,NA,"f",NA,NA,NA
"11455","19.6.2","19","l","6","2","55",NA,NA,"f",NA,NA,NA
"11456","19.7.2","19","l","7","2","55",NA,NA,"f",NA,NA,NA
"11457","19.15.2","19","l","15","2","55",NA,NA,"f",NA,NA,NA
"11458","19.16.2","19","l","16","2","55",NA,NA,"f",NA,NA,NA
"11459","19.17.2","19","l","17","2","55","0.760989937427432","0.760991902347981","f","1","0",NA
"11460","19.18.2","19","l","18","2","55","0.77298914554773","0.772991265098087","f","1","0",NA
"11461","19.20.2","19","l","20","2","55",NA,NA,"f",NA,NA,NA
"11462","4.8.2","4","h","8","2","55",NA,NA,"f",NA,NA,NA
"11463","4.9.2","4","h","9","2","55",NA,NA,"",NA,NA,NA
"11464","4.13.2","4","h","13","2","55",NA,NA,"",NA,NA,NA
"11465","4.14.2","4","h","14","2","55",NA,NA,"",NA,NA,NA
"11466","4.15.2","4","h","15","2","55",NA,NA,"",NA,NA,NA
"11467","8.3.2","8","l","3","2","55",NA,NA,"f",NA,NA,NA
"11468","8.7.2","8","l","7","2","55",NA,NA,"",NA,NA,NA
"11469","8.9.2","8","l","9","2","55",NA,NA,"",NA,NA,NA
"11470","8.10.2","8","l","10","2","55",NA,NA,"f",NA,NA,NA
"11471","8.11.2","8","l","11","2","55",NA,NA,"",NA,NA,NA
"11472","8.13.2","8","l","13","2","55","0.72185009498628","0.721852029139893","f","1","1","0"
"11473","8.14.2","8","l","14","2","55","0.836988482766272","0.836990731738309","f","1","0",NA
"11474","8.15.2","8","l","15","2","55",NA,NA,"",NA,NA,NA
"11475","17.2.2","17","h","2","2","55",NA,NA,"f",NA,NA,NA
"11476","17.3.2","17","h","3","2","55",NA,NA,"f",NA,NA,NA
"11477","17.5.2","17","h","5","2","55",NA,NA,"f",NA,NA,NA
"11478","17.6.2","17","h","6","2","55",NA,NA,"f",NA,NA,NA
"11479","17.8.2","17","h","8","2","55","0.712998487745987","0.712998823561684","f","1","0",NA
"11480","17.15.2","17","h","15","2","55",NA,NA,"f",NA,NA,NA
"11481","10.2.1","10","l","2","1","56",NA,NA,"f",NA,NA,NA
"11482","10.4.1","10","l","4","1","56",NA,NA,"f",NA,NA,NA
"11483","10.5.1","10","l","5","1","56",NA,NA,"f",NA,NA,NA
"11484","20.2.1","20","l","2","1","56",NA,NA,"f",NA,NA,NA
"11485","20.4.1","20","l","4","1","56",NA,NA,"",NA,NA,NA
"11486","10.17.1","10","l","17","1","56",NA,NA,"",NA,NA,NA
"11487","12.3.1","12","h","3","1","56",NA,NA,"f",NA,NA,NA
"11488","12.4.1","12","h","4","1","56",NA,NA,"f",NA,NA,NA
"11489","15.1.1","15","h","1","1","56",NA,NA,"f",NA,NA,NA
"11490","15.5.1","15","h","5","1","56",NA,NA,"f",NA,NA,NA
"11491","15.6.1","15","h","6","1","56",NA,NA,"f",NA,NA,NA
"11492","20.10.1","20","l","10","1","56",NA,NA,"f",NA,NA,NA
"11493","18.2.1","18","h","2","1","56",NA,NA,"f",NA,NA,NA
"11494","18.3.1","18","h","3","1","56",NA,NA,"",NA,NA,NA
"11495","18.4.1","18","h","4","1","56",NA,NA,"",NA,NA,NA
"11496","15.9.1","15","h","9","1","56",NA,NA,"",NA,NA,NA
"11497","15.12.1","15","h","12","1","56",NA,NA,"",NA,NA,NA
"11498","20.18.1","20","l","18","1","56",NA,NA,"",NA,NA,NA
"11499","7.8.1","7","l","8","1","56",NA,NA,"",NA,NA,NA
"11500","11.1.1","11","h","1","1","56",NA,NA,"f",NA,NA,NA
"11501","14.2.1","14","l","2","1","56",NA,NA,"f",NA,NA,NA
"11502","12.5.1","12","h","5","1","56",NA,NA,"f",NA,NA,NA
"11503","12.6.1","12","h","6","1","56",NA,NA,"f",NA,NA,NA
"11504","11.7.1","11","h","7","1","56",NA,NA,"f",NA,NA,NA
"11505","11.8.1","11","h","8","1","56",NA,NA,"",NA,NA,NA
"11506","11.9.1","11","h","9","1","56",NA,NA,"f",NA,NA,NA
"11507","11.10.1","11","h","10","1","56",NA,NA,"f",NA,NA,NA
"11508","11.11.1","11","h","11","1","56",NA,NA,"f",NA,NA,NA
"11509","11.12.1","11","h","12","1","56",NA,NA,"f",NA,NA,NA
"11510","11.13.1","11","h","13","1","56",NA,NA,"",NA,NA,NA
"11511","11.14.1","11","h","14","1","56",NA,NA,"",NA,NA,NA
"11512","11.16.1","11","h","16","1","56",NA,NA,"f",NA,NA,NA
"11513","11.17.1","11","h","17","1","56",NA,NA,"f",NA,NA,NA
"11514","11.18.1","11","h","18","1","56",NA,NA,"f",NA,NA,NA
"11515","9.4.1","9","l","4","1","56",NA,NA,"",NA,NA,NA
"11516","12.9.1","12","h","9","1","56",NA,NA,"f",NA,NA,NA
"11517","12.11.1","12","h","11","1","56",NA,NA,"f",NA,NA,NA
"11518","12.12.1","12","h","12","1","56",NA,NA,"",NA,NA,NA
"11519","10.20.1","10","l","20","1","56",NA,NA,"f",NA,NA,NA
"11520","10.22.1","10","l","22","1","56",NA,NA,"f",NA,NA,NA
"11521","15.13.1","15","h","13","1","56",NA,NA,"f",NA,NA,NA
"11522","15.14.1","15","h","14","1","56",NA,NA,"f",NA,NA,NA
"11523","15.15.1","15","h","15","1","56",NA,NA,"f",NA,NA,NA
"11524","16.5.1","16","l","5","1","56",NA,NA,"f",NA,NA,NA
"11525","16.8.1","16","l","8","1","56",NA,NA,"f",NA,NA,NA
"11526","16.9.1","16","l","9","1","56",NA,NA,"",NA,NA,NA
"11527","18.13.1","18","h","13","1","56",NA,NA,"f",NA,NA,NA
"11528","18.14.1","18","h","14","1","56",NA,NA,"f",NA,NA,NA
"11529","18.15.1","18","h","15","1","56",NA,NA,"f",NA,NA,NA
"11530","18.17.1","18","h","17","1","56",NA,NA,"f",NA,NA,NA
"11531","18.18.1","18","h","18","1","56",NA,NA,"f",NA,NA,NA
"11532","18.21.1","18","h","21","1","56",NA,NA,"",NA,NA,NA
"11533","18.22.1","18","h","22","1","56",NA,NA,"f",NA,NA,NA
"11534","18.24.1","18","h","24","1","56",NA,NA,"f",NA,NA,NA
"11535","18.27.1","18","h","27","1","56",NA,NA,"",NA,NA,NA
"11536","18.28.1","18","h","28","1","56",NA,NA,"f",NA,NA,NA
"11537","13.1.1","13","h","1","1","56",NA,NA,"f",NA,NA,NA
"11538","13.8.1","13","h","8","1","56",NA,NA,"f",NA,NA,NA
"11539","9.11.1","9","l","11","1","56",NA,NA,"f",NA,NA,NA
"11540","9.12.1","9","l","12","1","56",NA,NA,"",NA,NA,NA
"11541","9.13.1","9","l","13","1","56",NA,NA,"f",NA,NA,NA
"11542","9.14.1","9","l","14","1","56",NA,NA,"f",NA,NA,NA
"11543","8.8.1","8","l","8","1","56",NA,NA,"",NA,NA,NA
"11544","12.13.1","12","h","13","1","56",NA,NA,"",NA,NA,NA
"11545","12.15.1","12","h","15","1","56",NA,NA,"",NA,NA,NA
"11546","12.16.1","12","h","16","1","56",NA,NA,"",NA,NA,NA
"11547","12.17.1","12","h","17","1","56",NA,NA,"f",NA,NA,NA
"11548","15.16.1","15","h","16","1","56",NA,NA,"",NA,NA,NA
"11549","15.17.1","15","h","17","1","56",NA,NA,"f",NA,NA,NA
"11550","15.20.1","15","h","20","1","56",NA,NA,"",NA,NA,NA
"11551","15.21.1","15","h","21","1","56",NA,NA,"",NA,NA,NA
"11552","10.25.1","10","l","25","1","56",NA,NA,"",NA,NA,NA
"11553","10.26.1","10","l","26","1","56",NA,NA,"",NA,NA,NA
"11554","20.19.1","20","l","19","1","56",NA,NA,"f",NA,NA,NA
"11555","20.20.1","20","l","20","1","56",NA,NA,"f",NA,NA,NA
"11556","20.22.1","20","l","22","1","56",NA,NA,"f",NA,NA,NA
"11557","11.20.1","11","h","20","1","56",NA,NA,"f",NA,NA,NA
"11558","11.21.1","11","h","21","1","56",NA,NA,"",NA,NA,NA
"11559","11.22.1","11","h","22","1","56",NA,NA,"f",NA,NA,NA
"11560","11.23.1","11","h","23","1","56",NA,NA,"f",NA,NA,NA
"11561","11.26.1","11","h","26","1","56",NA,NA,"f",NA,NA,NA
"11562","7.14.1","7","l","14","1","56",NA,NA,"f",NA,NA,NA
"11563","7.15.1","7","l","15","1","56",NA,NA,"",NA,NA,NA
"11564","7.16.1","7","l","16","1","56",NA,NA,"",NA,NA,NA
"11565","16.13.1","16","l","13","1","56",NA,NA,"f",NA,NA,NA
"11566","16.15.1","16","l","15","1","56",NA,NA,"",NA,NA,NA
"11567","16.18.1","16","l","18","1","56",NA,NA,"f",NA,NA,NA
"11568","16.19.1","16","l","19","1","56",NA,NA,"f",NA,NA,NA
"11569","16.20.1","16","l","20","1","56",NA,NA,"f",NA,NA,NA
"11570","14.5.1","14","l","5","1","56",NA,NA,"f",NA,NA,NA
"11571","14.7.1","14","l","7","1","56",NA,NA,"f",NA,NA,NA
"11572","14.9.1","14","l","9","1","56",NA,NA,"f",NA,NA,NA
"11573","14.10.1","14","l","10","1","56",NA,NA,"",NA,NA,NA
"11574","14.12.1","14","l","12","1","56",NA,NA,"",NA,NA,NA
"11575","14.13.1","14","l","13","1","56",NA,NA,"",NA,NA,NA
"11576","19.1.1","19","l","1","1","56",NA,NA,"f",NA,NA,NA
"11577","19.2.1","19","l","2","1","56",NA,NA,"",NA,NA,NA
"11578","19.4.1","19","l","4","1","56",NA,NA,"f",NA,NA,NA
"11579","2.1.1","2","l","1","1","56",NA,NA,"f",NA,NA,NA
"11580","2.4.1","2","l","4","1","56",NA,NA,"f",NA,NA,NA
"11581","2.5.1","2","l","5","1","56",NA,NA,"f",NA,NA,NA
"11582","2.6.1","2","l","6","1","56",NA,NA,"f",NA,NA,NA
"11583","2.9.1","2","l","9","1","56",NA,NA,"",NA,NA,NA
"11584","2.10.1","2","l","10","1","56",NA,NA,"",NA,NA,NA
"11585","2.11.1","2","l","11","1","56",NA,NA,"",NA,NA,NA
"11586","2.12.1","2","l","12","1","56",NA,NA,"f",NA,NA,NA
"11587","2.13.1","2","l","13","1","56",NA,NA,"",NA,NA,NA
"11588","2.14.1","2","l","14","1","56",NA,NA,"",NA,NA,NA
"11589","2.16.1","2","l","16","1","56",NA,NA,"",NA,NA,NA
"11590","9.18.1","9","l","18","1","56",NA,NA,"f",NA,NA,NA
"11591","9.19.1","9","l","19","1","56",NA,NA,"f",NA,NA,NA
"11592","18.29.1","18","h","29","1","56",NA,NA,"",NA,NA,NA
"11593","18.30.1","18","h","30","1","56",NA,NA,"",NA,NA,NA
"11594","8.10.1","8","l","10","1","56",NA,NA,"f",NA,NA,NA
"11595","8.11.1","8","l","11","1","56",NA,NA,"f",NA,NA,NA
"11596","8.12.1","8","l","12","1","56",NA,NA,"f",NA,NA,NA
"11597","8.14.1","8","l","14","1","56",NA,NA,"",NA,NA,NA
"11598","20.23.1","20","l","23","1","56",NA,NA,"f",NA,NA,NA
"11599","20.24.1","20","l","24","1","56",NA,NA,"",NA,NA,NA
"11600","20.25.1","20","l","25","1","56",NA,NA,"f",NA,NA,NA
"11601","10.27.1","10","l","27","1","56",NA,NA,"",NA,NA,NA
"11602","10.29.1","10","l","29","1","56",NA,NA,"f",NA,NA,NA
"11603","10.30.1","10","l","30","1","56",NA,NA,"",NA,NA,NA
"11604","10.31.1","10","l","31","1","56",NA,NA,"",NA,NA,NA
"11605","12.19.1","12","h","19","1","56",NA,NA,"",NA,NA,NA
"11606","12.20.1","12","h","20","1","56",NA,NA,"f",NA,NA,NA
"11607","14.17.1","14","l","17","1","56",NA,NA,"",NA,NA,NA
"11608","6.1.1","6","h","1","1","56",NA,NA,"f",NA,NA,NA
"11609","6.3.1","6","h","3","1","56",NA,NA,"f",NA,NA,NA
"11610","6.4.1","6","h","4","1","56",NA,NA,"f",NA,NA,NA
"11611","13.11.1","13","h","11","1","56",NA,NA,"f",NA,NA,NA
"11612","13.16.1","13","h","16","1","56",NA,NA,"f",NA,NA,NA
"11613","13.18.1","13","h","18","1","56",NA,NA,"f",NA,NA,NA
"11614","7.21.1","7","l","21","1","56",NA,NA,"f",NA,NA,NA
"11615","7.22.1","7","l","22","1","56",NA,NA,"f",NA,NA,NA
"11616","10.32.1","10","l","32","1","56",NA,NA,"",NA,NA,NA
"11617","12.23.1","12","h","23","1","56",NA,NA,"f",NA,NA,NA
"11618","12.25.1","12","h","25","1","56",NA,NA,"f",NA,NA,NA
"11619","12.26.1","12","h","26","1","56",NA,NA,"f",NA,NA,NA
"11620","20.30.1","20","l","30","1","56",NA,NA,"f",NA,NA,NA
"11621","20.31.1","20","l","31","1","56",NA,NA,"f",NA,NA,NA
"11622","14.18.1","14","l","18","1","56",NA,NA,"f",NA,NA,NA
"11623","14.19.1","14","l","19","1","56",NA,NA,"",NA,NA,NA
"11624","14.21.1","14","l","21","1","56",NA,NA,"",NA,NA,NA
"11625","14.22.1","14","l","22","1","56",NA,NA,"",NA,NA,NA
"11626","19.10.1","19","l","10","1","56",NA,NA,"",NA,NA,NA
"11627","19.11.1","19","l","11","1","56",NA,NA,"f",NA,NA,NA
"11628","19.13.1","19","l","13","1","56",NA,NA,"",NA,NA,NA
"11629","19.14.1","19","l","14","1","56",NA,NA,"",NA,NA,NA
"11630","19.15.1","19","l","15","1","56",NA,NA,"",NA,NA,NA
"11631","19.16.1","19","l","16","1","56",NA,NA,"",NA,NA,NA
"11632","2.17.1","2","l","17","1","56",NA,NA,"",NA,NA,NA
"11633","2.18.1","2","l","18","1","56",NA,NA,"",NA,NA,NA
"11634","2.19.1","2","l","19","1","56",NA,NA,"f",NA,NA,NA
"11635","6.6.1","6","h","6","1","56",NA,NA,"",NA,NA,NA
"11636","6.8.1","6","h","8","1","56",NA,NA,"",NA,NA,NA
"11637","20.32.1","20","l","32","1","56",NA,NA,"",NA,NA,NA
"11638","15.25.1","15","h","25","1","56",NA,NA,"f",NA,NA,NA
"11639","20.34.1","20","l","34","1","56",NA,NA,"",NA,NA,NA
"11640","19.19.1","19","l","19","1","56",NA,NA,"",NA,NA,NA
"11641","19.20.1","19","l","20","1","56",NA,NA,"",NA,NA,NA
"11642","7.27.1","7","l","27","1","56",NA,NA,"f",NA,NA,NA
"11643","15.30.1","15","h","30","1","56",NA,NA,"f",NA,NA,NA
"11644","15.31.1","15","h","31","1","56",NA,NA,"f",NA,NA,NA
"11645","15.32.1","15","h","32","1","56",NA,NA,"f",NA,NA,NA
"11646","6.14.1","6","h","14","1","56",NA,NA,"f",NA,NA,NA
"11647","6.15.1","6","h","15","1","56",NA,NA,"f",NA,NA,NA
"11648","8.16.1","8","l","16","1","56",NA,NA,"",NA,NA,NA
"11649","8.17.1","8","l","17","1","56",NA,NA,"f",NA,NA,NA
"11650","11.28.1","11","h","28","1","56",NA,NA,"",NA,NA,NA
"11651","10.37.1","10","l","37","1","56",NA,NA,"f",NA,NA,NA
"11652","1.8.1","1","h","8","1","56",NA,NA,"f",NA,NA,NA
"11653","1.12.1","1","h","12","1","56",NA,NA,"f",NA,NA,NA
"11654","1.19.1","1","h","19","1","56",NA,NA,"",NA,NA,NA
"11655","5.5.1","5","h","5","1","56",NA,NA,"",NA,NA,NA
"11656","5.13.1","5","h","13","1","56",NA,NA,"",NA,NA,NA
"11657","5.16.1","5","h","16","1","56",NA,NA,"",NA,NA,NA
"11658","5.18.1","5","h","18","1","56",NA,NA,"",NA,NA,NA
"11659","19.4.2","19","l","4","2","56",NA,NA,"f",NA,NA,NA
"11660","19.6.2","19","l","6","2","56",NA,NA,"f",NA,NA,NA
"11661","19.7.2","19","l","7","2","56",NA,NA,"f",NA,NA,NA
"11662","19.15.2","19","l","15","2","56",NA,NA,"f",NA,NA,NA
"11663","19.16.2","19","l","16","2","56",NA,NA,"f",NA,NA,NA
"11664","19.17.2","19","l","17","2","56","0.760991902347981","0.760993483579746","f","1","0",NA
"11665","19.18.2","19","l","18","2","56","0.772991265098087","0.772992970765443","f","1","0",NA
"11666","19.20.2","19","l","20","2","56",NA,NA,"f",NA,NA,NA
"11667","4.8.2","4","h","8","2","56",NA,NA,"f",NA,NA,NA
"11668","4.9.2","4","h","9","2","56",NA,NA,"",NA,NA,NA
"11669","4.13.2","4","h","13","2","56",NA,NA,"",NA,NA,NA
"11670","4.14.2","4","h","14","2","56",NA,NA,"",NA,NA,NA
"11671","4.15.2","4","h","15","2","56",NA,NA,"",NA,NA,NA
"11672","8.3.2","8","l","3","2","56",NA,NA,"f",NA,NA,NA
"11673","8.7.2","8","l","7","2","56",NA,NA,"",NA,NA,NA
"11674","8.9.2","8","l","9","2","56",NA,NA,"",NA,NA,NA
"11675","8.10.2","8","l","10","2","56",NA,NA,"f",NA,NA,NA
"11676","8.11.2","8","l","11","2","56",NA,NA,"",NA,NA,NA
"11677","8.13.2","8","l","13","2","56","0.721852029139893","0.721853585612699","f","1","0",NA
"11678","8.14.2","8","l","14","2","56","0.836990731738309","0.836992541555181","f","1","0",NA
"11679","8.15.2","8","l","15","2","56",NA,NA,"",NA,NA,NA
"11680","17.2.2","17","h","2","2","56",NA,NA,"f",NA,NA,NA
"11681","17.3.2","17","h","3","2","56",NA,NA,"f",NA,NA,NA
"11682","17.5.2","17","h","5","2","56",NA,NA,"f",NA,NA,NA
"11683","17.6.2","17","h","6","2","56",NA,NA,"f",NA,NA,NA
"11684","17.8.2","17","h","8","2","56","0.712998823561684","0.712999084805181","f","1","0",NA
"11685","17.15.2","17","h","15","2","56",NA,NA,"f",NA,NA,NA
"11686","10.2.1","10","l","2","1","57",NA,NA,"f",NA,NA,NA
"11687","10.4.1","10","l","4","1","57",NA,NA,"f",NA,NA,NA
"11688","10.5.1","10","l","5","1","57",NA,NA,"f",NA,NA,NA
"11689","20.2.1","20","l","2","1","57",NA,NA,"f",NA,NA,NA
"11690","20.4.1","20","l","4","1","57",NA,NA,"",NA,NA,NA
"11691","10.17.1","10","l","17","1","57",NA,NA,"",NA,NA,NA
"11692","12.3.1","12","h","3","1","57",NA,NA,"f",NA,NA,NA
"11693","12.4.1","12","h","4","1","57",NA,NA,"f",NA,NA,NA
"11694","15.1.1","15","h","1","1","57",NA,NA,"f",NA,NA,NA
"11695","15.5.1","15","h","5","1","57",NA,NA,"f",NA,NA,NA
"11696","15.6.1","15","h","6","1","57",NA,NA,"f",NA,NA,NA
"11697","20.10.1","20","l","10","1","57",NA,NA,"f",NA,NA,NA
"11698","18.2.1","18","h","2","1","57",NA,NA,"f",NA,NA,NA
"11699","18.3.1","18","h","3","1","57",NA,NA,"",NA,NA,NA
"11700","18.4.1","18","h","4","1","57",NA,NA,"",NA,NA,NA
"11701","15.9.1","15","h","9","1","57",NA,NA,"",NA,NA,NA
"11702","15.12.1","15","h","12","1","57",NA,NA,"",NA,NA,NA
"11703","20.18.1","20","l","18","1","57",NA,NA,"",NA,NA,NA
"11704","7.8.1","7","l","8","1","57",NA,NA,"",NA,NA,NA
"11705","11.1.1","11","h","1","1","57",NA,NA,"f",NA,NA,NA
"11706","14.2.1","14","l","2","1","57",NA,NA,"f",NA,NA,NA
"11707","12.5.1","12","h","5","1","57",NA,NA,"f",NA,NA,NA
"11708","12.6.1","12","h","6","1","57",NA,NA,"f",NA,NA,NA
"11709","11.7.1","11","h","7","1","57",NA,NA,"f",NA,NA,NA
"11710","11.8.1","11","h","8","1","57",NA,NA,"",NA,NA,NA
"11711","11.9.1","11","h","9","1","57",NA,NA,"f",NA,NA,NA
"11712","11.10.1","11","h","10","1","57",NA,NA,"f",NA,NA,NA
"11713","11.11.1","11","h","11","1","57",NA,NA,"f",NA,NA,NA
"11714","11.12.1","11","h","12","1","57",NA,NA,"f",NA,NA,NA
"11715","11.13.1","11","h","13","1","57",NA,NA,"",NA,NA,NA
"11716","11.14.1","11","h","14","1","57",NA,NA,"",NA,NA,NA
"11717","11.16.1","11","h","16","1","57",NA,NA,"f",NA,NA,NA
"11718","11.17.1","11","h","17","1","57",NA,NA,"f",NA,NA,NA
"11719","11.18.1","11","h","18","1","57",NA,NA,"f",NA,NA,NA
"11720","9.4.1","9","l","4","1","57",NA,NA,"",NA,NA,NA
"11721","12.9.1","12","h","9","1","57",NA,NA,"f",NA,NA,NA
"11722","12.11.1","12","h","11","1","57",NA,NA,"f",NA,NA,NA
"11723","12.12.1","12","h","12","1","57",NA,NA,"",NA,NA,NA
"11724","10.20.1","10","l","20","1","57",NA,NA,"f",NA,NA,NA
"11725","10.22.1","10","l","22","1","57",NA,NA,"f",NA,NA,NA
"11726","15.13.1","15","h","13","1","57",NA,NA,"f",NA,NA,NA
"11727","15.14.1","15","h","14","1","57",NA,NA,"f",NA,NA,NA
"11728","15.15.1","15","h","15","1","57",NA,NA,"f",NA,NA,NA
"11729","16.5.1","16","l","5","1","57",NA,NA,"f",NA,NA,NA
"11730","16.8.1","16","l","8","1","57",NA,NA,"f",NA,NA,NA
"11731","16.9.1","16","l","9","1","57",NA,NA,"",NA,NA,NA
"11732","18.13.1","18","h","13","1","57",NA,NA,"f",NA,NA,NA
"11733","18.14.1","18","h","14","1","57",NA,NA,"f",NA,NA,NA
"11734","18.15.1","18","h","15","1","57",NA,NA,"f",NA,NA,NA
"11735","18.17.1","18","h","17","1","57",NA,NA,"f",NA,NA,NA
"11736","18.18.1","18","h","18","1","57",NA,NA,"f",NA,NA,NA
"11737","18.21.1","18","h","21","1","57",NA,NA,"",NA,NA,NA
"11738","18.22.1","18","h","22","1","57",NA,NA,"f",NA,NA,NA
"11739","18.24.1","18","h","24","1","57",NA,NA,"f",NA,NA,NA
"11740","18.27.1","18","h","27","1","57",NA,NA,"",NA,NA,NA
"11741","18.28.1","18","h","28","1","57",NA,NA,"f",NA,NA,NA
"11742","13.1.1","13","h","1","1","57",NA,NA,"f",NA,NA,NA
"11743","13.8.1","13","h","8","1","57",NA,NA,"f",NA,NA,NA
"11744","9.11.1","9","l","11","1","57",NA,NA,"f",NA,NA,NA
"11745","9.12.1","9","l","12","1","57",NA,NA,"",NA,NA,NA
"11746","9.13.1","9","l","13","1","57",NA,NA,"f",NA,NA,NA
"11747","9.14.1","9","l","14","1","57",NA,NA,"f",NA,NA,NA
"11748","8.8.1","8","l","8","1","57",NA,NA,"",NA,NA,NA
"11749","12.13.1","12","h","13","1","57",NA,NA,"",NA,NA,NA
"11750","12.15.1","12","h","15","1","57",NA,NA,"",NA,NA,NA
"11751","12.16.1","12","h","16","1","57",NA,NA,"",NA,NA,NA
"11752","12.17.1","12","h","17","1","57",NA,NA,"f",NA,NA,NA
"11753","15.16.1","15","h","16","1","57",NA,NA,"",NA,NA,NA
"11754","15.17.1","15","h","17","1","57",NA,NA,"f",NA,NA,NA
"11755","15.20.1","15","h","20","1","57",NA,NA,"",NA,NA,NA
"11756","15.21.1","15","h","21","1","57",NA,NA,"",NA,NA,NA
"11757","10.25.1","10","l","25","1","57",NA,NA,"",NA,NA,NA
"11758","10.26.1","10","l","26","1","57",NA,NA,"",NA,NA,NA
"11759","20.19.1","20","l","19","1","57",NA,NA,"f",NA,NA,NA
"11760","20.20.1","20","l","20","1","57",NA,NA,"f",NA,NA,NA
"11761","20.22.1","20","l","22","1","57",NA,NA,"f",NA,NA,NA
"11762","11.20.1","11","h","20","1","57",NA,NA,"f",NA,NA,NA
"11763","11.21.1","11","h","21","1","57",NA,NA,"",NA,NA,NA
"11764","11.22.1","11","h","22","1","57",NA,NA,"f",NA,NA,NA
"11765","11.23.1","11","h","23","1","57",NA,NA,"f",NA,NA,NA
"11766","11.26.1","11","h","26","1","57",NA,NA,"f",NA,NA,NA
"11767","7.14.1","7","l","14","1","57",NA,NA,"f",NA,NA,NA
"11768","7.15.1","7","l","15","1","57",NA,NA,"",NA,NA,NA
"11769","7.16.1","7","l","16","1","57",NA,NA,"",NA,NA,NA
"11770","16.13.1","16","l","13","1","57",NA,NA,"f",NA,NA,NA
"11771","16.15.1","16","l","15","1","57",NA,NA,"",NA,NA,NA
"11772","16.18.1","16","l","18","1","57",NA,NA,"f",NA,NA,NA
"11773","16.19.1","16","l","19","1","57",NA,NA,"f",NA,NA,NA
"11774","16.20.1","16","l","20","1","57",NA,NA,"f",NA,NA,NA
"11775","14.5.1","14","l","5","1","57",NA,NA,"f",NA,NA,NA
"11776","14.7.1","14","l","7","1","57",NA,NA,"f",NA,NA,NA
"11777","14.9.1","14","l","9","1","57",NA,NA,"f",NA,NA,NA
"11778","14.10.1","14","l","10","1","57",NA,NA,"",NA,NA,NA
"11779","14.12.1","14","l","12","1","57",NA,NA,"",NA,NA,NA
"11780","14.13.1","14","l","13","1","57",NA,NA,"",NA,NA,NA
"11781","19.1.1","19","l","1","1","57",NA,NA,"f",NA,NA,NA
"11782","19.2.1","19","l","2","1","57",NA,NA,"",NA,NA,NA
"11783","19.4.1","19","l","4","1","57",NA,NA,"f",NA,NA,NA
"11784","2.1.1","2","l","1","1","57",NA,NA,"f",NA,NA,NA
"11785","2.4.1","2","l","4","1","57",NA,NA,"f",NA,NA,NA
"11786","2.5.1","2","l","5","1","57",NA,NA,"f",NA,NA,NA
"11787","2.6.1","2","l","6","1","57",NA,NA,"f",NA,NA,NA
"11788","2.9.1","2","l","9","1","57",NA,NA,"",NA,NA,NA
"11789","2.10.1","2","l","10","1","57",NA,NA,"",NA,NA,NA
"11790","2.11.1","2","l","11","1","57",NA,NA,"",NA,NA,NA
"11791","2.12.1","2","l","12","1","57",NA,NA,"f",NA,NA,NA
"11792","2.13.1","2","l","13","1","57",NA,NA,"",NA,NA,NA
"11793","2.14.1","2","l","14","1","57",NA,NA,"",NA,NA,NA
"11794","2.16.1","2","l","16","1","57",NA,NA,"",NA,NA,NA
